Date,DayOfWeek,DEMAND-MISO,DEMAND-PJM,WIND-MISO,WIND-PJM,NATGAS-TRANSCO-Z6,NATGAS-TETCO,NATGAS-CHICAGO,LMP-WEST-PJM,LMP-WESTERN-PJM,TEMPERATURE-WESTERN-PJM,TEMPERATURE-SOUTHERN-PJM,TEMP-COMED-PJM,LMP-MINNESOTA-MISO,LMP-ILLINOIS-PJM,LMP-MICHIGAN-PJM,LMP-COMED-PJM,LMP-AEP-PJM,IMPORT-PJM-MISO
11/1/2021,Monday,68805.83333,79071.75,7122.875,2525.767917,4.667916667,4.637083333,5.154166667,67.4925,65.91083333,46.95833333,54.70833333,40.20833333,58.07958333,79.60166667,63.62375,57.16583333,64.05375,2319.51
11/2/2021,Tuesday,69467.5,82528,3959.833333,2062.674583,5.09375,5.062916667,5.230833333,69.59916667,70.56916667,41.66666667,49.125,38,61.69666667,61.25208333,61.53208333,62.47,72.54708333,2185.88
11/3/2021,Wednesday,71029.58333,85820.375,2808.791667,648.4916667,5.41125,5.35,5.436666667,75.06208333,77.91166667,38.54166667,44.875,35.83333333,63.48125,81.75083333,78.33875,80.89708333,103.1241667,2003.28
11/4/2021,Thursday,70776.66667,87227.29167,6639.5,567.3979167,5.4875,5.438333333,5.55125,84.135,91.10416667,38.04166667,44.70833333,37.29166667,59.97708333,110.5779167,94.20125,81.65083333,107.2120833,1975.41
11/5/2021,Friday,69557.91667,88805.29167,16630.83333,2330.885833,5.290416667,5.122083333,5.4975,86.64208333,97.98291667,38.04166667,43.04166667,40.5,12.425,86.36125,61.58,54.48833333,87.67833333,1665.23
11/6/2021,Saturday,64825.41667,80585.45833,10785.79167,3018.830833,5.13,4.840833333,5.35125,73.55125,74.43666667,40.58333333,45.5,44.83333333,33.38041667,39.4675,53.59541667,38.1625,64.17333333,1519.83
11/7/2021,Sunday,62021.25,76984.83333,12207.08333,3603.697917,4.960833333,4.84,5.198333333,56.61958333,56.18875,44.54166667,49.08333333,51.33333333,49.17125,47.94,48.80625,32.48166667,60.92166667,1660.46
11/8/2021,Monday,67765.83333,83878.79167,9240.875,4157.21125,4.76875,4.750416667,5.133333333,66.6625,66.94708333,50.41666667,52.04166667,54.70833333,29.67083333,44.28541667,47.10333333,37.00375,52.28291667,1273.34
11/9/2021,Tuesday,67569.58333,81362.83333,5965.791667,1653.082917,4.397916667,4.42,4.9,62.3225,58.18416667,53.58333333,54.70833333,51.91666667,39.795,64.85666667,55.705,60.59833333,62.75958333,2266.75
11/10/2021,Wednesday,68091.25,80060.95833,11961.16667,3320.445833,3.932916667,3.972916667,4.5525,59.48583333,64.03916667,53.41666667,57.125,48.83333333,32.89208333,44.31375,43.24583333,42.74875,47.83666667,1976.68
11/11/2021,Thursday,68705.41667,80751.79167,20245.08333,7313.075417,3.845,3.884166667,4.592083333,53.60833333,54.045,55.83333333,56.375,50.5,36.34041667,25.28666667,29.99666667,30.03541667,47.02708333,1853.5
11/12/2021,Friday,69549.58333,79817.16667,19503.66667,6063.600833,4.053333333,4.24,4.73,52.71791667,54.24916667,47.95833333,61.20833333,39.125,33.04875,53.14875,45.3425,49.29208333,68.38666667,2083.31
11/13/2021,Saturday,67842.91667,80124.5,10810.25,4838.092083,4.229583333,4.499583333,4.73,60.84041667,60.22,38.20833333,47.58333333,37.375,37.18791667,50.1775,50.48208333,37.52833333,57.32,1628.01
11/14/2021,Sunday,67505.83333,82843.16667,11033.70833,6196.937083,4.40625,4.5,4.72,66.57375,64.21541667,36.66666667,42.41666667,35.16666667,47.37708333,35.07791667,45.75333333,18.85833333,53.58625,1529.79
11/15/2021,Monday,73367.91667,90886.58333,6739.166667,3348.376667,4.515,4.506666667,4.635416667,67.78125,67.995,36.66666667,43.66666667,32.83333333,34.41625,62.20375,60.3425,52.53791667,60.55666667,1387.65
11/16/2021,Tuesday,71933.75,89551.625,15505.625,3605.4125,4.5975,4.6025,4.74375,62.75208333,64.96375,41.29166667,43.375,40.04166667,36.285,62.00166667,50.27125,40.47916667,55.74083333,2305.29
11/17/2021,Wednesday,71917.91667,85552.83333,18761,5826.459167,4.558333333,4.575,4.86,58.89875,61.77041667,56.54166667,52.70833333,52.95833333,48.78625,48.1725,46.32833333,29.82,69.44125,2288.57
11/18/2021,Thursday,73471.25,82744.83333,15016.83333,6094.8325,4.67625,4.652083333,4.795,56.96291667,56.47583333,46.91666667,61.125,34.70833333,39.63833333,55.06416667,53.65583333,55.35291667,78.60833333,2216.55
11/19/2021,Friday,74003.75,88234.58333,14386.25,3069.699167,4.865833333,4.766666667,4.81,73.86083333,71.64916667,34.29166667,43.875,32.45833333,54.52083333,62.49833333,58.29,64.4375,76.57458333,1229.76
11/20/2021,Saturday,68907.91667,86245.625,7208.25,3615.513333,4.797083333,4.67,4.81,72.12458333,67.91583333,37.95833333,39.5,40.625,59.67291667,69.80791667,62.50666667,67.01708333,79.50583333,1299.64
11/21/2021,Sunday,67299.58333,82093.95833,13017.54167,3345.62,4.729583333,4.67,4.81,57.80708333,57.73041667,41.95833333,46.08333333,40,30.34,42.51375,44.69041667,35.64875,63.06291667,1385.95
11/22/2021,Monday,76122.91667,89995.125,5918.916667,3398.383333,6.045416667,5.79875,4.71,69.12166667,69.07,35.70833333,48.58333333,28.875,57.96583333,74.21875,63.55208333,50.88375,55.35916667,2373.77
11/23/2021,Tuesday,76467.5,95033.375,16280.04167,3646.188333,6.1075,5.850833333,4.65,76.6725,76.57083333,31.25,37.25,32.625,45.71541667,41.18041667,58.15208333,46.11958333,67.07583333,2176.18
11/24/2021,Wednesday,73226.25,93885.16667,18957.79167,6507.34875,4.838333333,4.788333333,4.705833333,70.68708333,69.765,37.91666667,36.375,43.16666667,52.13666667,28.27291667,41.25458333,24.52416667,54.74375,1838.75
11/25/2021,Thursday,65183.75,83372.125,12778.5,5612.991667,4.918333333,4.845416667,4.726666667,44.82333333,45.01958333,44.79166667,43.5,38.08333333,32.59666667,29.46291667,33.92875,20.60791667,38.03333333,2165.72
11/26/2021,Friday,67656.25,81991.41667,9932.583333,3711.195417,4.998333333,4.9025,4.7475,55.94625,55.81416667,32.75,44.33333333,25.45833333,35.93708333,43.19958333,41.00458333,47.06416667,51.53166667,1484.34
11/27/2021,Saturday,65969.58333,86701.08333,16015.66667,3930.0525,5.075416667,4.959166667,4.76875,58.69541667,57.645,33.75,37.16666667,34.375,45.54666667,46.73333333,47.4025,42.82708333,52.22875,1240.42
11/28/2021,Sunday,66557.5,84054.04167,9985.958333,5332.752917,5.155,5.01625,4.789583333,51.77916667,51.04291667,37.16666667,46.33333333,32.08333333,44.0325,46.52291667,48.22666667,39.135,48.54166667,2682.1
11/29/2021,Monday,73405.83333,93468.04167,14148.5,4353.195,5.339583333,5.165,4.762916667,65.8225,66.10333333,33.91666667,41.08333333,32.75,30.37333333,40.80416667,88.73208333,54.91666667,80.36833333,2155.64
11/30/2021,Tuesday,74326.66667,94084.04167,7759.375,3488.8275,4.9025,4.796666667,4.43375,67.88291667,69.565,39.91666667,40.95833333,39,52.84958333,58.43333333,62.75083333,46.39375,67.00125,1880.91
12/1/2021,Wednesday,73276.25,91774.5,15603.04167,3901.09875,4.105,4.08375,4.04,60.18791667,60.28375,41,44.66666667,42.375,60.26208333,46.27708333,54.56458333,44.45708333,56.01791667,1719.74
12/2/2021,Thursday,72263.75,86037.70833,10983.75,5765.095833,3.9275,3.87,3.8875,42.51291667,42.94541667,50.66666667,55.25,48.25,40.29166667,30.6725,38.02833333,35.19083333,45.62583333,2372.94
12/3/2021,Friday,71350,85545.125,8141.958333,2505.654167,3.8925,3.819166667,3.82,43.5,44.04375,43.625,51.95833333,43.625,31.62833333,42.08041667,41.54416667,37.69,40.48291667,3326.65
12/4/2021,Saturday,68770,82511.95833,9113.958333,2274.413333,3.7575,3.695,3.79,39.98375,41.22291667,40.54166667,48.20833333,36.125,38.5325,39.08166667,38.82583333,45.32416667,47.24083333,3147.47
12/5/2021,Sunday,66925,83135.29167,18807.25,6237.465833,3.6225,3.571666667,3.76,34.515,35.16541667,42.95833333,44.91666667,38.875,27.03625,23.50375,32.66166667,22.28583333,30.62083333,3099.61
12/6/2021,Monday,73766.66667,87143.66667,17408.91667,8138.091667,3.669583333,3.597083333,3.61,40.54666667,40.78583333,45.16666667,55.54166667,28.70833333,55.61958333,32.04416667,37.29583333,28.50916667,37.88666667,3907.95
12/7/2021,Tuesday,78448.33333,97742,6934.625,1352.9775,4.631666667,4.591666667,3.517083333,48.635,49.23208333,28.25,40.45833333,18.70833333,58.08541667,52.74166667,54.55541667,61.56708333,65.44291667,3603.67
12/8/2021,Wednesday,77369.13043,97423.91304,8057.478261,2214.367826,4.449565217,4.449130435,3.565217391,51.62347826,54.55173913,30.95652174,38.39130435,27.56521739,79.37304348,58.15217391,61.80391304,61.46652174,66.63130435,3451.02
12/9/2021,Thursday,76570.90909,98266.04545,14226.86364,4869.060455,3.31,3.285454545,3.519545455,47.57954545,56.83,34.45454545,36.45454545,34.22727273,17.50727273,16.42909091,43.695,28.84227273,43.82454545,1967
12/10/2021,Friday,77723.57143,91489.35714,14957.92857,5563.948571,3.128571429,3.095714286,3.485,35.10428571,34.48071429,52,51.57142857,46.28571429,58.07428571,32.10071429,34.65285714,33.84928571,37.29071429,2087.24
12/11/2021,Saturday,69440.43478,79487,19162.34783,7107.775217,3.097391304,3.062173913,3.512608696,26.97652174,27.44043478,52.73913043,60.95652174,41.7826087,21.60913043,25.4726087,28.60565217,26.52695652,32.24956522,2502.65
12/12/2021,Sunday,70859.58333,83771.41667,20776.125,6552.215,3.059166667,3.020833333,3.5475,33.47583333,32.81666667,37.625,44.54166667,38.125,21.77833333,23.75708333,25.03041667,38.40916667,43.91458333,2856.96
12/13/2021,Monday,73962.6087,93652.95652,10672.17391,4491.256957,3.192608696,3.177391304,3.732608696,41.06565217,41.21826087,39.73913043,39.60869565,41.04347826,39.21086957,38.79608696,41.54217391,37.36913043,42.45043478,2667.17
12/14/2021,Tuesday,72720,92811.875,15609.375,4266.738333,3.14625,3.147916667,3.642916667,35.79166667,38.02833333,41.04166667,41.83333333,41.5,23.27791667,29.72291667,33.66708333,32.61041667,35.33,2905.24
12/15/2021,Wednesday,71459.56522,89757.34783,21219.82609,7915.466522,2.937826087,2.919565217,3.49173913,30.42043478,32.11478261,50.69565217,45.30434783,58.60869565,55.19565217,25.74652174,30.68521739,26.21608696,34.97347826,3389.93
12/16/2021,Thursday,72258.69565,85861.73913,17938.56522,7130.618696,2.945217391,2.927826087,3.596956522,29.18521739,30.81347826,56.13043478,54.95652174,46,32.14173913,26.09391304,31.33304348,30.93608696,32.72565217,3592.42
12/17/2021,Friday,72402.91667,84478.45833,6600.5,1975.744167,3.0925,3.075,3.586666667,38.20583333,38.85916667,42.41666667,59.70833333,33.16666667,37.98875,36.41416667,37.14583333,52.72083333,52.69541667,4730.1
12/18/2021,Saturday,70387.91667,81714.58333,6398.958333,3095.97875,3.349583333,3.315,3.55,34.57458333,34.52125,44.58333333,58.375,35,47.99,42.70583333,44.11875,34.34625,34.47083333,4273.15
12/19/2021,Sunday,71693.75,85420.125,13254.375,2336.42375,3.606666667,3.555,3.513333333,36.14208333,36.51958333,34.04166667,47.75,31.04166667,29.21041667,36.19,35.8975,34.50083333,37.6775,3452.66
12/20/2021,Monday,76927.08333,98892.54167,11401.45833,3517.381667,3.78,3.67,3.615,48.56125,59.27916667,33.16666667,34.91666667,33.16666667,44.19666667,44.04,46.71875,38.20166667,45.96166667,1760.76
12/21/2021,Tuesday,78638.33333,99354.70833,11738.45833,3377.27125,4.358333333,4.128333333,3.727916667,44.67333333,49.92208333,34.58333333,36.5,31.70833333,50.29083333,53.83958333,56.29833333,37.1,44.94875,2502.96
12/22/2021,Wednesday,78097.82609,97646.30435,9553.347826,4500.84913,4.27,4.081304348,3.735217391,44.61391304,46.44043478,31.04347826,40.34782609,25.86956522,33.44913043,34.2,33.38,32.53347826,35.97173913,2795.35
12/23/2021,Thursday,78572.17391,98767.30435,11877.43478,5292.413043,3.522608696,3.446521739,3.711304348,41.03608696,42.0273913,33.86956522,35.7826087,35.65217391,22.37130435,24.25,34.6126087,21.2526087,32.45695652,2782.16
12/24/2021,Friday,70743.33333,87377.79167,14470.33333,5635.527917,3.255,3.194583333,3.625833333,28.785,29.80333333,49.04166667,46.54166667,45,19.98291667,21.59541667,24.3925,18.89708333,22.9375,2935.89
12/25/2021,Saturday,64230,74688.26087,5934.347826,3125.332609,2.982608696,2.938695652,3.538695652,23.5673913,24.12304348,55,59.56521739,44.65217391,30.30043478,26.90130435,27.79,20.58304348,21.24173913,3718.44
12/26/2021,Sunday,65029.58333,74998.125,12983.25,3550.2425,2.715,2.687916667,3.453333333,24.22125,23.66708333,44.45833333,55.875,35.45833333,22.68375,26.33625,27.80458333,22.24833333,23.22333333,4963.27
12/27/2021,Monday,70249.56522,88125.34783,12801.04348,4386.98,2.693043478,2.66173913,3.394782609,28.95695652,29.06652174,49.2173913,46.69565217,40.2173913,25.81217391,26.71695652,27.83956522,24.0473913,26.65043478,3176.57
12/28/2021,Tuesday,72695.41667,86637.66667,10776.33333,3996.198333,2.630416667,2.607916667,3.464583333,28.36625,29.16916667,44.79166667,52.79166667,33.41666667,38.50583333,33.13125,33.84791667,33.24416667,33.37666667,4438.7
12/29/2021,Wednesday,74190,85213.95833,3809.041667,1795.430833,2.4725,2.4375,3.522916667,29.54666667,30.46416667,45.54166667,58.54166667,31.25,59.58958333,37.0925,37.63583333,32.68458333,32.73416667,4784.82
12/30/2021,Thursday,74107.91667,83725.91667,4879.666667,902.7070833,2.597916667,2.525,3.51625,30.72958333,31.54958333,45.33333333,54.04166667,32.41666667,41.77125,34.13875,34.69458333,30.3025,29.94458333,4215.24
12/31/2021,Friday,72957.08333,78031.25,10789.91667,2369.08,2.815833333,2.735,3.55875,26.53916667,26.66125,49.66666667,55.75,36.04166667,28.20166667,26.77333333,28.04041667,24.60916667,24.62125,4710.02
1/1/2022,Saturday,69595.83333,74423.08333,14444.66667,5150.1475,3.03375,2.945,3.600833333,22.8775,23.01666667,52.625,63.04166667,31.33333333,25.92125,24.57083333,25.5,21.35458333,21.47916667,4369.22
1/2/2022,Sunday,75232.08333,78145.375,8507.375,3805.684583,3.25125,3.155,3.64375,28.42625,28.72666667,36.70833333,61.41666667,18.29166667,33.34583333,29.91083333,30.31583333,28.44958333,28.01666667,5963.19
1/3/2022,Monday,80916.08696,99513.91304,11765.56522,2594.703043,5.838695652,5.779565217,3.563478261,41.16086957,42.14391304,26.47826087,36.56521739,14.13043478,33.62565217,37.34304348,35.55217391,36.93652174,39.47826087,2866.73
1/4/2022,Tuesday,81734.58333,103411.5,19658.20833,6260.6475,6.732916667,6.655416667,3.666666667,46.74208333,52.55875,30.41666667,29.83333333,27.04166667,33.80458333,31.38041667,54.17791667,23.5225,40.9475,3017.05
1/5/2022,Wednesday,80900.86957,99228.47826,22995.04348,8445.171739,6.306086957,6.103043478,4.150869565,39.6526087,54.63043478,36.04347826,40.7826087,20.47826087,33.54347826,32.82565217,41.68043478,36.39956522,44.5726087,3197.31
1/6/2022,Thursday,84244.78261,101805.3913,12756.09091,4648.636957,11.36304348,11.33782609,4.168695652,47.98869565,51.95565217,23.47826087,40.04347826,11.82608696,71.68826087,62.45043478,70.72347826,38.90695652,42.3126087,4684.85
1/7/2022,Friday,86536.66667,107559.4583,10212.79167,3442.552917,14.0875,14.55458333,3.92625,66.99375,77.49666667,17.875,31.58333333,6.083333333,51.60291667,59.14083333,60.47791667,56.94833333,61.07083333,3469.45
1/8/2022,Saturday,78483.75,104059.6667,19216.25,6196.00375,11.77375,12.74791667,3.94,52.56666667,57.565,24.66666667,26.41666667,21.66666667,28.4975,27.24875,53.76208333,32.45916667,55.61416667,2184.94
1/9/2022,Sunday,73654.16667,94002.79167,13375.20833,5663.516667,9.460416667,10.94166667,3.95375,40.91541667,43.95291667,35.83333333,40.91666667,20.66666667,37.27041667,36.44916667,38.27666667,30.55416667,37.36083333,4260.17
1/10/2022,Monday,81983.04348,104660.2174,7309,4066.885652,8.462608696,10.10608696,3.96,50.54521739,57.23478261,21.73913043,36.91304348,10.95652174,39.1226087,41.66913043,41.53608696,40.39782609,42.36913043,4162.98
1/11/2022,Tuesday,84290,112852.375,19236.29167,4584.044583,6.910833333,7.79875,3.92,62.87333333,73.94083333,20.79166667,27.20833333,17.66666667,24.16041667,43.14166667,41.68875,39.4,56.18208333,2516.81
1/12/2022,Wednesday,80354.58333,105313.5,10535.04167,4024.335417,5.883333333,6.14375,4.012916667,47.68083333,58.46333333,34.625,34.08333333,32,30.53708333,34.78583333,38.51333333,38.5375,43.84041667,2897.87
1/13/2022,Thursday,77555,98043.25,7899.666667,1433.564167,7.277083333,7.62625,4.290416667,45.2175,49.61125,36.45833333,39.25,32.83333333,42.82791667,47.89166667,50.16291667,57.59333333,59.16541667,3428.1
1/14/2022,Friday,78372.08333,96731.75,12183.45833,2904.779583,8.269583333,8.754166667,4.394583333,50.05875,74.92833333,32.83333333,40.625,30.91666667,37.65458333,40.35375,41.88916667,40.50875,42.72416667,1932.63
1/15/2022,Saturday,74329.56522,101913.7391,11536.86957,3706.94913,8.865652174,9.532173913,4.322608696,57.57173913,94.38782609,24.08695652,30.47826087,23.43478261,48.75652174,55.65826087,64.01173913,46.78,57.83913043,2296.04
1/16/2022,Sunday,75492.5,103308.4167,14236.875,1897.377083,9.4525,10.29666667,4.252083333,58.95958333,79.19958333,25.33333333,31.58333333,20.58333333,38.16,57.22,57.96833333,71.18375,106.505,370.01
1/17/2022,Monday,78454.16667,103358.2917,10389.29167,5740.989583,10.04291667,11.06791667,4.180833333,52.55791667,84.01833333,27.41666667,36.83333333,24.5,43.60166667,46.37208333,48.79708333,47.25291667,52.99875,1827.76
1/18/2022,Tuesday,77799.58333,103061.9583,17658.54167,5429.629583,7.935833333,8.453333333,4.299583333,56.28,78.08916667,29.08333333,33.75,29.5,18.35791667,35.93666667,39.79,34.90625,50.84333333,1849.5
1/19/2022,Wednesday,79343.91304,101403.4783,21769.43478,6335.354783,9.707391304,10.13173913,4.551304348,48.04608696,58.22826087,35.65217391,39.69565217,23.34782609,59.54565217,30.83478261,54.23652174,23.25608696,41.44217391,2029.13
1/20/2022,Thursday,84629.13043,105296.2174,6539.173913,2712.997391,13.65086957,14.44652174,4.553478261,65.26478261,74.76217391,22.73913043,38.91304348,11.04347826,42.03043478,46.14086957,48.92391304,51.65826087,53.43652174,4049.48
1/21/2022,Friday,85903.75,114476.5,15549.33333,1233.34625,13.36958333,13.92291667,4.375,81.12416667,120.9295833,16.79166667,26.08333333,14.375,23.38416667,44.14,52.20666667,40.12833333,68.93083333,1438.42
1/22/2022,Saturday,79134.16667,110417.5,13790.375,4626.571667,13.08583333,13.39416667,4.195,72.09875,78.83166667,18,25.125,22.66666667,19.84166667,33.76166667,53.03833333,9.701666667,67.47291667,2728.16
1/23/2022,Sunday,77491.25,103521.375,10238.54167,3235.89875,12.8025,12.865,4.015,62.305,70.21583333,25.875,29.875,17.29166667,25.09916667,33.23833333,68.13125,12.095,48.62708333,3048.29
1/24/2022,Monday,82068.33333,105957.4167,15083.33333,4410.439583,9.418333333,9.672916667,4.131666667,60.68375,66.9825,25,34.45833333,19.29166667,27.07,39.67666667,41.36,31.29791667,45.34541667,2468.5
1/25/2022,Tuesday,84472.91667,104828.125,8976.666667,3509.287917,9.837083333,10.1475,4.19,51.93,54.33375,23.70833333,40,6.458333333,45.88083333,45.92458333,49.32708333,47.21583333,48.62083333,3614.23
1/26/2022,Wednesday,88194.58333,114028.7083,16535.66667,2230.240833,11.66875,11.72625,4.146666667,70.80958333,80.69625,13.875,29.33333333,2.458333333,24.35958333,39.94541667,38.17,43.62375,46.99916667,1932.1
1/27/2022,Thursday,84865.83333,113128.7083,17284.58333,5184.358333,8.98,9.506666667,4.3425,67.52333333,77.93708333,20.29166667,28.375,23.04166667,31.3325,33.02375,41.23958333,42.115,56.81458333,1260.06
1/28/2022,Friday,81905.83333,103357.8333,6937.333333,2721.08,8.028333333,8.975,4.4725,60.66416667,65.01,27.25,31.75,19.83333333,34.2525,33.2825,39.50083333,46.50833333,51.44666667,1418.54
