Date,PJM: Tie-Flows MISO imports 5Min(7732)-MW,PJM: InterTieFlow-NYIS(6096)-MW
2/27/2022 22:00,2852.83,-2117.33
2/27/2022 23:00,2755.83,-2053.92
2/28/2022 0:00,2068.42,-2138.33
2/28/2022 1:00,2128.67,-2276.17
2/28/2022 2:00,2396,-2251.92
2/28/2022 3:00,2333.25,-2373.17
2/28/2022 4:00,2399.08,-2294.58
2/28/2022 5:00,2616.58,-2366.42
2/28/2022 6:00,2218.75,-2442.42
2/28/2022 7:00,2273.83,-2359.33
2/28/2022 8:00,2182.58,-2309
2/28/2022 9:00,2709.33,-2166.25
2/28/2022 10:00,3325.08,-2165.58
2/28/2022 11:00,3529.71,-2190
2/28/2022 12:00,3739.58,-2205.75
2/28/2022 13:00,3595.33,-2034.33
2/28/2022 14:00,3520.58,-1848.83
2/28/2022 15:00,3342.67,-2048.5
2/28/2022 16:00,2795.25,-2001.25
2/28/2022 17:00,3315.25,-2159.17
2/28/2022 18:00,3437.92,-2081.83
2/28/2022 19:00,3264.25,-2317.25
2/28/2022 20:00,3662.75,-2151
2/28/2022 21:00,3764.75,-2028.17
2/28/2022 22:00,3994.67,-1949.67
2/28/2022 23:00,4040.08,-2054.5
3/1/2022 0:00,5254.25,-2049.75
3/1/2022 1:00,6394.08,-1960.33
3/1/2022 2:00,6214.08,-1934.92
3/1/2022 3:00,5390.75,-2116.67
3/1/2022 4:00,4858.08,-2085.67
3/1/2022 5:00,4097.67,-2249.67
3/1/2022 6:00,3676.67,-2315.08
3/1/2022 7:00,3695.58,-2446.83
3/1/2022 8:00,4359.17,-2491.42
3/1/2022 9:00,4820,-2435.75
3/1/2022 10:00,5419.58,-2189.08
3/1/2022 11:00,5158.33,-1952.17
3/1/2022 12:00,4891.17,-2079.42
3/1/2022 13:00,5045.5,-2270.25
3/1/2022 14:00,4770.42,-2110
3/1/2022 15:00,4790.08,-2115.33
3/1/2022 16:00,4731,-2016.17
3/1/2022 17:00,4854.67,-2013.17
3/1/2022 18:00,4789.67,-1979.83
3/1/2022 19:00,4640.42,-1938.33
3/1/2022 20:00,4376.83,-2310.25
3/1/2022 21:00,4496.42,-2213.92
3/1/2022 22:00,4805.92,-2296.58
3/1/2022 23:00,4498.83,-2220.75
3/2/2022 0:00,4684.58,-1685.75
3/2/2022 1:00,4923.17,-1754.92
3/2/2022 2:00,4626.75,-1628.17
3/2/2022 3:00,4150.17,-1638.83
3/2/2022 4:00,3961.92,-1794.67
3/2/2022 5:00,3603.17,-1768.25
3/2/2022 6:00,3374.71,-1648.67
3/2/2022 7:00,3354.42,-1671
3/2/2022 8:00,3905.63,-1869.17
3/2/2022 9:00,4382.04,-1839.08
3/2/2022 10:00,4797.67,-1866.67
3/2/2022 11:00,4769.92,-1653.42
3/2/2022 12:00,4823.92,-1621.25
3/2/2022 13:00,4711.08,-1630.58
3/2/2022 14:00,4194.58,-1495.67
3/2/2022 15:00,3820.25,-1514.42
3/2/2022 16:00,3521.25,-1744
3/2/2022 17:00,3384.5,-1707.92
3/2/2022 18:00,3444.25,-1489.58
3/2/2022 19:00,3447.83,-1169.33
3/2/2022 20:00,2724.42,-1442
3/2/2022 21:00,3121.5,-1479.42
3/2/2022 22:00,3443.33,-1668.42
3/2/2022 23:00,3445,-1564.83
3/3/2022 0:00,4196.75,-1758.83
3/3/2022 1:00,4384.92,-1734.33
3/3/2022 2:00,4569.42,-1577.33
3/3/2022 3:00,4604.58,-1662.25
3/3/2022 4:00,4332.25,-1464.17
3/3/2022 5:00,4101,-1669.58
3/3/2022 6:00,3910.33,-1881.92
3/3/2022 7:00,3825.75,-1927.33
3/3/2022 8:00,3876,-2066
3/3/2022 9:00,4130.25,-1837.33
3/3/2022 10:00,4394.33,-1868.63
3/3/2022 11:00,4604.42,-1770.75
3/3/2022 12:00,4709.67,-1864
3/3/2022 13:00,4389.58,-1796.92
3/3/2022 14:00,4363.83,-1875.83
3/3/2022 15:00,4357.08,-1877.25
3/3/2022 16:00,3947.83,-1592.42
3/3/2022 17:00,4083.17,-1681.08
3/3/2022 18:00,3608.42,-2032.42
3/3/2022 19:00,3419.5,-2131.33
3/3/2022 20:00,3517.08,-2378.08
3/3/2022 21:00,4122.58,-2112
3/3/2022 22:00,4220.5,-2093.58
3/3/2022 23:00,4110.08,-2177.58
3/4/2022 0:00,3380.42,-1931.5
3/4/2022 1:00,3499.92,-2075.08
3/4/2022 2:00,3372.25,-2110.08
3/4/2022 3:00,3293,-2028.92
3/4/2022 4:00,2725.08,-1887
3/4/2022 5:00,2318.33,-2186.75
3/4/2022 6:00,2055.5,-2138.58
3/4/2022 7:00,2418.92,-2542.33
3/4/2022 8:00,3048.08,-2675.33
3/4/2022 9:00,3563.42,-2279.67
3/4/2022 10:00,3890.83,-2261.42
3/4/2022 11:00,4344.67,-1866.58
3/4/2022 12:00,4481.08,-1777.42
3/4/2022 13:00,4670.75,-1816.67
3/4/2022 14:00,4858.5,-1644.75
3/4/2022 15:00,4459.58,-1518
3/4/2022 16:00,3961.5,-1937.25
3/4/2022 17:00,3922.33,-2167.42
3/4/2022 18:00,4002.08,-2057.5
3/4/2022 19:00,4196.83,-1990.42
3/4/2022 20:00,4362.92,-2105.67
3/4/2022 21:00,4203.17,-2159.67
3/4/2022 22:00,3845.83,-2032.92
3/4/2022 23:00,3301.67,-1761.42
3/5/2022 0:00,3724.17,-1992
3/5/2022 1:00,3670.75,-1863
3/5/2022 2:00,3659.5,-1967.83
3/5/2022 3:00,3615.25,-2038
3/5/2022 4:00,3595.5,-2145.83
3/5/2022 5:00,3823.42,-1853.08
3/5/2022 6:00,3812.33,-1659.33
3/5/2022 7:00,3317.92,-1818.5
3/5/2022 8:00,3397.67,-2020.83
3/5/2022 9:00,4140,-1901.58
3/5/2022 10:00,4632.25,-1929.75
3/5/2022 11:00,4782.75,-1889.42
3/5/2022 12:00,4596.67,-1943.83
3/5/2022 13:00,4568.67,-1902.75
3/5/2022 14:00,4386.5,-1745.83
3/5/2022 15:00,4222.25,-1735.75
3/5/2022 16:00,4185.5,-1707.67
3/5/2022 17:00,4536.83,-1864.58
3/5/2022 18:00,4502.17,-1681.92
3/5/2022 19:00,4312.58,-1943.25
3/5/2022 20:00,3630.42,-1688.92
3/5/2022 21:00,3044.17,-1377.67
3/5/2022 22:00,2796.42,-1181.58
3/5/2022 23:00,2640,-1053.67
3/6/2022 0:00,2656.25,-965.67
3/6/2022 1:00,2804.08,-978.08
3/6/2022 2:00,2640.42,-832.92
3/6/2022 3:00,2754.75,-761
3/6/2022 4:00,3089.83,-613.58
3/6/2022 5:00,3198.67,-478.67
3/6/2022 6:00,2811.42,-537.33
3/6/2022 7:00,2864.17,-476
3/6/2022 8:00,3607.42,-379.42
3/6/2022 9:00,3551.58,-333.17
3/6/2022 10:00,3526.5,-583.58
3/6/2022 11:00,3218.92,-591
3/6/2022 12:00,2909.08,-726.75
3/6/2022 13:00,2046.83,-810.33
3/6/2022 14:00,1787.5,-989.42
3/6/2022 15:00,1628.67,-644.25
3/6/2022 16:00,1493.58,-829
3/6/2022 17:00,1403.5,-864.67
3/6/2022 18:00,1315.25,-961.5
3/6/2022 19:00,1506.79,-1202.17
3/6/2022 20:00,1948,-1226.08
3/6/2022 21:00,2202.42,-1302.75
3/6/2022 22:00,2589,-1130.17
3/6/2022 23:00,3008.75,-1056.92
3/7/2022 0:00,3265.67,-545.25
3/7/2022 1:00,3631.58,-919.92
3/7/2022 2:00,3757.5,-1092.67
3/7/2022 3:00,3912.58,-1426
3/7/2022 4:00,3521.17,-1479.58
3/7/2022 5:00,3618.08,-1459.75
3/7/2022 6:00,3366.08,-1372.25
3/7/2022 7:00,3303.42,-1304.83
3/7/2022 8:00,3136.42,-1662
3/7/2022 9:00,3306.17,-1630.5
3/7/2022 10:00,3690.5,-1721.33
3/7/2022 11:00,3715.92,-1620
3/7/2022 12:00,3804.25,-1363.58
3/7/2022 13:00,3562.58,-1275.25
3/7/2022 14:00,3241.67,-1413.83
3/7/2022 15:00,3196.33,-1306.17
3/7/2022 16:00,3195.25,-1540.42
3/7/2022 17:00,3148.33,-1345.92
3/7/2022 18:00,2723.92,-1406.17
3/7/2022 19:00,2633.5,-1538.42
3/7/2022 20:00,2856,-1630.42
3/7/2022 21:00,2868.33,-1156.17
3/7/2022 22:00,3264.08,-1201.67
3/7/2022 23:00,3231.67,-1129.33
3/8/2022 0:00,3830.33,-1038.92
3/8/2022 1:00,4071.5,-743.75
3/8/2022 2:00,3638.08,-710.83
3/8/2022 3:00,3650.08,-766.17
3/8/2022 4:00,3800.83,-761.5
3/8/2022 5:00,3619.08,-891.83
3/8/2022 6:00,3181.67,-922.17
3/8/2022 7:00,3299.17,-1378.75
3/8/2022 8:00,3438.5,-1618
3/8/2022 9:00,3548.08,-1543.92
3/8/2022 10:00,3578.25,-1267.08
3/8/2022 11:00,3738.67,-1342.67
3/8/2022 12:00,3587.92,-1448.33
3/8/2022 13:00,3291.42,-1277.92
3/8/2022 14:00,2996.5,-1412.83
3/8/2022 15:00,2799.29,-1401.33
3/8/2022 16:00,2813.67,-1547.33
3/8/2022 17:00,2791.5,-1952.83
3/8/2022 18:00,2702.75,-1747.08
3/8/2022 19:00,2626,-1711.08
3/8/2022 20:00,2350.67,-1902.08
3/8/2022 21:00,2497.17,-1834.25
3/8/2022 22:00,2522.17,-1517.58
3/8/2022 23:00,2677.83,-1538.67
3/9/2022 0:00,2239.75,-870.17
3/9/2022 1:00,2095.83,-638.42
3/9/2022 2:00,2283.75,-637.25
3/9/2022 3:00,2448.42,-491.25
3/9/2022 4:00,2144.08,-474.75
3/9/2022 5:00,1749.17,-472.42
3/9/2022 6:00,1509.75,-381.75
3/9/2022 7:00,1725.75,-651.42
3/9/2022 8:00,1953.83,-851.58
3/9/2022 9:00,2231.92,-666.92
3/9/2022 10:00,2679.25,-948.5
3/9/2022 11:00,2887.67,-1135.92
3/9/2022 12:00,2572.42,-1489.17
3/9/2022 13:00,2469.17,-1654.25
3/9/2022 14:00,2308.67,-1538.58
3/9/2022 15:00,1867.75,-1711.08
3/9/2022 16:00,1644.42,-1566.83
3/9/2022 17:00,1279.75,-1128
3/9/2022 18:00,1307.83,-1133.08
3/9/2022 19:00,1299.08,-700.42
3/9/2022 20:00,1822.5,-903.75
3/9/2022 21:00,2375.67,-1134.25
3/9/2022 22:00,2590.58,-933
3/9/2022 23:00,2990.58,-913.75
3/10/2022 0:00,3729.25,-727.08
3/10/2022 1:00,3876.42,-459.92
3/10/2022 2:00,4059.75,-374.25
3/10/2022 3:00,4099.33,-549.25
3/10/2022 4:00,3824.83,-414.25
3/10/2022 5:00,3116.25,-466.67
3/10/2022 6:00,2427.58,-327
3/10/2022 7:00,2202.75,-527.17
3/10/2022 8:00,1998.75,-594.08
3/10/2022 9:00,2464.17,-647
3/10/2022 10:00,2909.08,-719.67
3/10/2022 11:00,3426.58,-705.83
3/10/2022 12:00,3507.58,-856.42
3/10/2022 13:00,3610.83,-957.92
3/10/2022 14:00,3575.5,-1018.25
3/10/2022 15:00,3936.92,-906.42
3/10/2022 16:00,3513.5,-668
3/10/2022 17:00,3382.75,-893.75
3/10/2022 18:00,3402.25,-1275.08
3/10/2022 19:00,3200.08,-1199.17
3/10/2022 20:00,3140,-803.58
3/10/2022 21:00,3060.08,-833.58
3/10/2022 22:00,3295.75,-833.83
3/10/2022 23:00,3349.58,-681.75
3/11/2022 0:00,3922.75,-1337.17
3/11/2022 1:00,4093.67,-1793.58
3/11/2022 2:00,4323.75,-1553.08
3/11/2022 3:00,4281.83,-1811.17
3/11/2022 4:00,3795.75,-1353.92
3/11/2022 5:00,3281.58,-956.75
3/11/2022 6:00,2810.25,-784.25
3/11/2022 7:00,2765.25,-807.67
3/11/2022 8:00,3264.92,-1480.58
3/11/2022 9:00,4296.42,-1379.58
3/11/2022 10:00,4617.75,-1244.92
3/11/2022 11:00,4424.92,-1282.08
3/11/2022 12:00,4554.83,-1149.25
3/11/2022 13:00,4200,-1329.75
3/11/2022 14:00,3758.5,-1629.83
3/11/2022 15:00,3497.08,-1563.33
3/11/2022 16:00,3417.17,-1785.75
3/11/2022 17:00,3253.33,-1768.17
3/11/2022 18:00,3537,-1649.83
3/11/2022 19:00,4094.83,-1564.92
3/11/2022 20:00,4513.67,-1506.08
3/11/2022 21:00,4474.67,-1366
3/11/2022 22:00,4756.92,-1101.42
3/11/2022 23:00,4492.42,-1609.75
3/12/2022 0:00,3884.67,-838.17
3/12/2022 1:00,4347.67,-958.08
3/12/2022 2:00,4620.58,-1069
3/12/2022 3:00,4579.83,-1011.5
3/12/2022 4:00,4162.83,-941.67
3/12/2022 5:00,3710.25,-749.5
3/12/2022 6:00,4004.5,-613.58
3/12/2022 7:00,3676.5,-362.58
3/12/2022 8:00,2603.92,-545.5
3/12/2022 9:00,2187.33,-563.25
3/12/2022 10:00,2603.5,-740.83
3/12/2022 11:00,2145.75,-1086.5
3/12/2022 12:00,1808.33,-1361.17
3/12/2022 13:00,1546.58,-1398.25
3/12/2022 14:00,1415.08,-1271
3/12/2022 15:00,1100.75,-1392.08
3/12/2022 16:00,1014,-1318.67
3/12/2022 17:00,495.42,-1100.42
3/12/2022 18:00,549,-1114.92
3/12/2022 19:00,732.83,-859.58
3/12/2022 20:00,369.33,-669.58
3/12/2022 21:00,752.67,-793.33
3/12/2022 22:00,1191.67,-1006.75
3/12/2022 23:00,1377.5,-917.5
3/13/2022 0:00,1370,-882.17
3/13/2022 1:00,1447,-779.83
3/13/2022 2:00,1310.17,-798.08
3/13/2022 4:00,1709.67,-688.42
3/13/2022 5:00,1652,-785.33
3/13/2022 6:00,1533.42,-845.75
3/13/2022 7:00,1353.17,-830
3/13/2022 8:00,1568.42,-978.67
3/13/2022 9:00,1928.33,-1202.75
3/13/2022 10:00,2021.17,-1457
3/13/2022 11:00,1912,-1685.92
3/13/2022 12:00,2083.92,-1862.42
3/13/2022 13:00,2157.58,-1738
3/13/2022 14:00,2385,-1868.33
3/13/2022 15:00,2538.42,-1702.25
3/13/2022 16:00,2757.42,-1753.83
3/13/2022 17:00,2950.42,-1400
3/13/2022 18:00,2588.75,-1223.33
3/13/2022 19:00,1973.17,-1764.92
3/13/2022 20:00,1628.42,-1934.08
3/13/2022 21:00,1388.08,-1951.33
3/13/2022 22:00,1153.25,-1768.5
3/13/2022 23:00,1490.08,-1668.67
3/14/2022 0:00,1842.92,-1315.17
3/14/2022 1:00,1664.5,-1053.83
3/14/2022 2:00,1459.5,-949.58
3/14/2022 3:00,1665.88,-1081.92
3/14/2022 4:00,1543.67,-1301.75
3/14/2022 5:00,1464.83,-808.25
3/14/2022 6:00,1358.25,-952.92
3/14/2022 7:00,847.83,-957.67
3/14/2022 8:00,1031.67,-1233.17
3/14/2022 9:00,1482.25,-1752.75
3/14/2022 10:00,2478.33,-1257.83
3/14/2022 11:00,3138.25,-1033.67
3/14/2022 12:00,2959.08,-857
3/14/2022 13:00,3293.67,-865.42
3/14/2022 14:00,3020.33,-904.42
3/14/2022 15:00,2905.17,-729.17
3/14/2022 16:00,3039.67,-711.92
3/14/2022 17:00,3184.08,-669.5
3/14/2022 18:00,2748.25,-1276.67
3/14/2022 19:00,2478.33,-1390.58
3/14/2022 20:00,2549.17,-1289.25
3/14/2022 21:00,2635.92,-1175.92
3/14/2022 22:00,2726.08,-1055.25
3/14/2022 23:00,3250.5,-844.08
3/15/2022 0:00,3442.08,-979
3/15/2022 1:00,4387.92,-1044.17
3/15/2022 2:00,4766.75,-961.58
3/15/2022 3:00,4514.33,-942.42
3/15/2022 4:00,4233.17,-951.83
3/15/2022 5:00,3983.08,-1267.92
3/15/2022 6:00,3662.58,-1038.17
3/15/2022 7:00,2968.67,-1009.58
3/15/2022 8:00,3203.58,-1169.67
3/15/2022 9:00,3208.5,-1521
3/15/2022 10:00,3619.58,-1399.25
3/15/2022 11:00,4287.42,-1576.83
3/15/2022 12:00,4638.75,-1697.5
3/15/2022 13:00,5257.83,-1338.25
3/15/2022 14:00,5292,-1303.42
3/15/2022 15:00,4830.42,-1222.83
3/15/2022 16:00,4172.67,-1023.58
3/15/2022 17:00,3562.5,-1176.17
3/15/2022 18:00,3274.83,-1385.75
3/15/2022 19:00,3415.58,-1606.08
3/15/2022 20:00,3134.58,-1483.58
3/15/2022 21:00,2796.83,-1171.75
3/15/2022 22:00,2967.92,-1328.25
3/15/2022 23:00,3263.17,-1498.08
3/16/2022 0:00,3009.75,-1099.58
3/16/2022 1:00,3072.75,-1204.5
3/16/2022 2:00,3592.83,-1098.5
3/16/2022 3:00,3438.75,-1021.92
3/16/2022 4:00,3505.25,-961.67
3/16/2022 5:00,3722.42,-852.33
3/16/2022 6:00,3424.5,-806.92
3/16/2022 7:00,3046.08,-800.33
3/16/2022 8:00,3474.5,-1399
3/16/2022 9:00,3652.83,-1441.42
3/16/2022 10:00,3758.67,-1377
3/16/2022 11:00,4111.58,-1542.58
3/16/2022 12:00,4484.5,-1451.75
3/16/2022 13:00,4938.5,-1360.58
3/16/2022 14:00,4475.25,-913
3/16/2022 15:00,4799.83,-916.25
3/16/2022 16:00,4391.08,-770.17
3/16/2022 17:00,4242.17,-888.42
3/16/2022 18:00,3964.42,-967.58
3/16/2022 19:00,4054.08,-760.25
3/16/2022 20:00,3968.58,-967.75
3/16/2022 21:00,3559.92,-782
3/16/2022 22:00,3669.75,-206.42
3/16/2022 23:00,3930.08,-486
3/17/2022 0:00,3705.75,-549.17
3/17/2022 1:00,3351.17,-522.75
3/17/2022 2:00,3395.33,-658.17
3/17/2022 3:00,3175.17,-658.08
3/17/2022 4:00,3312.5,-765
3/17/2022 5:00,3171.83,-625.17
3/17/2022 6:00,3099.42,-604.83
3/17/2022 7:00,2449.25,-654.25
3/17/2022 8:00,2972.42,-966.42
3/17/2022 9:00,3211.58,-963.17
3/17/2022 10:00,3505.58,-961.33
3/17/2022 11:00,3603.17,-976
3/17/2022 12:00,3384.83,-924.08
